star	group	ID	ID_alt	star_alt1	star_alt2	origin	snr	R	Rmax	Teff	eTeff	logg	elogg	vmic	evmic	vmac	vsini	e_vsini	[Ca/H]	e[Ca/H]	[Co/H]	e[Co/H]	[Cr/H]	e[Cr/H]	[Fe/H]	e[Fe/H]	[Mg/H]	e[Mg/H]	[Mn/H]	e[Mn/H]	[Ni/H]	e[Ni/H]	[Sc/H]	e[Sc/H]	[Si/H]	e[Si/H]	[Ti/H]	e[Ti/H]	[V/H]	e[V/H]	[Ca 1/H]	e[Ca 1/H]	n[Ca 1/H]	[Co 1/H]	e[Co 1/H]	n[Co 1/H]	[Cr 1/H]	e[Cr 1/H]	n[Cr 1/H]	[Fe 1/H]	e[Fe 1/H]	n[Fe 1/H]	[Fe 2/H]	e[Fe 2/H]	n[Fe 2/H]	[Mg 1/H]	e[Mg 1/H]	n[Mg 1/H]	[Mn 1/H]	e[Mn 1/H]	n[Mn 1/H]	[Ni 1/H]	e[Ni 1/H]	n[Ni 1/H]	[Sc 2/H]	e[Sc 2/H]	n[Sc 2/H]	[Si 1/H]	e[Si 1/H]	n[Si 1/H]	[Ti 1/H]	e[Ti 1/H]	n[Ti 1/H]	[Ti 2/H]	e[Ti 2/H]	n[Ti 2/H]	[V 1/H]	e[V 1/H]	n[V 1/H]	n_spectra	flag
HIP74975	G Subgiant (IV)	HD136202_UVE_1	HIP74975_UVES_1	HD136202	-	UVES	259	42000	74450	5820	99	3.87	0.04	1.35	0.03	4.72	1.6	0.0	-0.112	0.028	-0.285	0.041	-0.245	0.033	-0.162	0.031	-0.136	0.021	-0.299	0.071	-0.23	0.03	0.02	0.02	-0.064	0.039	-0.207	0.04	-0.348	0.044	-0.112	0.028	51	-0.285	0.041	28	-0.245	0.033	33	-0.188	0.032	273	0.069	0.024	30	-0.136	0.021	3	-0.299	0.071	10	-0.23	0.03	50	0.02	0.02	12	-0.064	0.039	15	-0.259	0.044	51	0.015	0.025	12	-0.348	0.044	40	3	-
HIP7607	K Giant (III)	HD9927_ESP_1	HIP7607_ESPADONS_1	HD9927	-	ESPADONS	500	42000	68000	4356	56	1.99	0.07	1.39	0.02	4.31	1.6	0.0	0.007	0.047	0.04	0.064	-0.004	0.043	-0.036	0.069	0.144	0.02	0.064	0.017	0.006	0.057	-0.14	0.056	0.155	0.1	0.058	0.068	0.014	0.112	0.007	0.047	31	0.04	0.064	24	-0.004	0.043	25	-0.034	0.069	222	-0.053	0.062	24	0.144	0.02	3	0.064	0.017	6	0.006	0.057	44	-0.14	0.056	9	0.155	0.1	13	0.093	0.069	26	-0.019	0.068	12	0.014	0.112	32	3	-
HIP7607	K Giant (III)	HD9927_NAR_1	HIP7607_NARVAL_1	HD9927	-	NARVAL	988	42000	68000	4356	56	1.99	0.07	1.39	0.02	4.31	1.6	0.0	0.007	0.047	0.04	0.064	-0.004	0.043	-0.036	0.069	0.144	0.02	0.064	0.017	0.006	0.057	-0.14	0.056	0.155	0.1	0.058	0.068	0.014	0.112	0.007	0.047	31	0.04	0.064	24	-0.004	0.043	25	-0.034	0.069	222	-0.053	0.062	24	0.144	0.02	3	0.064	0.017	6	0.006	0.057	44	-0.14	0.056	9	0.155	0.1	13	0.093	0.069	26	-0.019	0.068	12	0.014	0.112	32	3	-
HIP7643	K Giant (III)	HD10142_HAR_1	HIP7643_HARPS_1	HD10142	-	HARPS	134	42000	115000	4705	28	2.38	0.1	1.46	0.03	4.33	1.6	0.0	-0.214	0.047	-0.125	0.083	-0.219	0.035	-0.214	0.05	0.014	0.049	-0.233	0.063	-0.209	0.046	-0.163	0.07	-0.079	0.057	-0.171	0.045	-0.198	0.073	-0.214	0.047	33	-0.125	0.083	19	-0.219	0.035	23	-0.214	0.048	174	-0.216	0.069	19	0.014	0.049	2	-0.233	0.063	9	-0.209	0.046	35	-0.163	0.07	8	-0.079	0.057	10	-0.175	0.04	33	-0.153	0.07	8	-0.198	0.073	31	2	-
HIP7643	K Giant (III)	HD10142_UVE_1	HIP7643_UVES_1	HD10142	-	UVES	140	42000	107200	4705	28	2.38	0.1	1.46	0.03	4.33	1.6	0.0	-0.214	0.047	-0.125	0.083	-0.219	0.035	-0.214	0.05	0.014	0.049	-0.233	0.063	-0.209	0.046	-0.163	0.07	-0.079	0.057	-0.171	0.045	-0.198	0.073	-0.214	0.047	33	-0.125	0.083	19	-0.219	0.035	23	-0.214	0.048	174	-0.216	0.069	19	0.014	0.049	2	-0.233	0.063	9	-0.209	0.046	35	-0.163	0.07	8	-0.079	0.057	10	-0.175	0.04	33	-0.153	0.07	8	-0.198	0.073	31	2	-
HIP76976	G Subgiant (IV)	HD140283_ESP_1	HIP76976_ESPADONS_1	HD140283	HD140283	ESPADONS	1188	42000	68000	5788	45	3.75	0.09	1.16	0.11	5.93	1.6	0.0	-2.246	0.03	-1.323	0.587	-2.666	0.01	-2.408	0.044	-2.095	0.123	-2.565	0.446	-2.386	0.132	-2.488	0.02	-2.253	0.034	-2.149	0.025	-2.166	0.609	-2.246	0.03	47	-1.323	0.587	1	-2.666	0.01	11	-2.422	0.045	151	-2.258	0.032	14	-2.095	0.123	4	-2.565	0.446	2	-2.386	0.132	6	-2.488	0.02	8	-2.253	0.034	6	-2.142	0.023	26	-2.164	0.028	11	-2.166	0.609	1	4	-
HIP76976	G Subgiant (IV)	HD140283_HAR_1	HIP76976_HARPS_1	HD140283	HD140283	HARPS	419	42000	115000	5788	45	3.75	0.09	1.16	0.11	5.93	1.6	0.0	-2.246	0.03	-1.323	0.587	-2.666	0.01	-2.408	0.044	-2.095	0.123	-2.565	0.446	-2.386	0.132	-2.488	0.02	-2.253	0.034	-2.149	0.025	-2.166	0.609	-2.246	0.03	47	-1.323	0.587	1	-2.666	0.01	11	-2.422	0.045	151	-2.258	0.032	14	-2.095	0.123	4	-2.565	0.446	2	-2.386	0.132	6	-2.488	0.02	8	-2.253	0.034	6	-2.142	0.023	26	-2.164	0.028	11	-2.166	0.609	1	4	-
HIP76976	G Subgiant (IV)	HD140283_NAR_1	HIP76976_NARVAL_1	HD140283	HD140283	NARVAL	414	42000	68000	5788	45	3.75	0.09	1.16	0.11	5.93	1.6	0.0	-2.246	0.03	-1.323	0.587	-2.666	0.01	-2.408	0.044	-2.095	0.123	-2.565	0.446	-2.386	0.132	-2.488	0.02	-2.253	0.034	-2.149	0.025	-2.166	0.609	-2.246	0.03	47	-1.323	0.587	1	-2.666	0.01	11	-2.422	0.045	151	-2.258	0.032	14	-2.095	0.123	4	-2.565	0.446	2	-2.386	0.132	6	-2.488	0.02	8	-2.253	0.034	6	-2.142	0.023	26	-2.164	0.028	11	-2.166	0.609	1	4	-
HIP76976	G Subgiant (IV)	HD140283_UVE_1	HIP76976_UVES_1	HD140283	HD140283	UVES	415	42000	56990	5788	45	3.75	0.09	1.16	0.11	5.93	1.6	0.0	-2.246	0.03	-1.323	0.587	-2.666	0.01	-2.408	0.044	-2.095	0.123	-2.565	0.446	-2.386	0.132	-2.488	0.02	-2.253	0.034	-2.149	0.025	-2.166	0.609	-2.246	0.03	47	-1.323	0.587	1	-2.666	0.01	11	-2.422	0.045	151	-2.258	0.032	14	-2.095	0.123	4	-2.565	0.446	2	-2.386	0.132	6	-2.488	0.02	8	-2.253	0.034	6	-2.142	0.023	26	-2.164	0.028	11	-2.166	0.609	1	4	-
HIP77052	G Dwarf (V)	HD140538_ESP_1	HIP77052_ESPADONS_1	HD140538	-	ESPADONS	791	42000	68000	5667	91	4.47	0.04	1.05	0.02	3.75	1.6	0.0	0.075	0.021	-0.0	0.03	0.054	0.013	0.046	0.015	0.022	0.013	0.016	0.018	0.0	0.013	0.009	0.016	0.039	0.014	0.044	0.015	0.035	0.019	0.075	0.021	82	-0.0	0.03	45	0.054	0.013	62	0.046	0.015	485	0.042	0.015	49	0.022	0.013	5	0.016	0.018	25	0.0	0.013	90	0.009	0.016	20	0.039	0.014	30	0.048	0.016	93	0.027	0.014	19	0.035	0.019	74	5	-
HIP77052	G Dwarf (V)	HD140538_FER_1	HIP77052_FEROS_1	HD140538	-	FEROS	978	42000	48000	5667	91	4.47	0.04	1.05	0.02	3.75	1.6	0.0	0.075	0.021	-0.0	0.03	0.054	0.013	0.046	0.015	0.022	0.013	0.016	0.018	0.0	0.013	0.009	0.016	0.039	0.014	0.044	0.015	0.035	0.019	0.075	0.021	82	-0.0	0.03	45	0.054	0.013	62	0.046	0.015	485	0.042	0.015	49	0.022	0.013	5	0.016	0.018	25	0.0	0.013	90	0.009	0.016	20	0.039	0.014	30	0.048	0.016	93	0.027	0.014	19	0.035	0.019	74	5	-
HIP77052	G Dwarf (V)	HD140538_HAR_1	HIP77052_HARPS_1	HD140538	-	HARPS	1009	42000	115000	5667	91	4.47	0.04	1.05	0.02	3.75	1.6	0.0	0.075	0.021	-0.0	0.03	0.054	0.013	0.046	0.015	0.022	0.013	0.016	0.018	0.0	0.013	0.009	0.016	0.039	0.014	0.044	0.015	0.035	0.019	0.075	0.021	82	-0.0	0.03	45	0.054	0.013	62	0.046	0.015	485	0.042	0.015	49	0.022	0.013	5	0.016	0.018	25	0.0	0.013	90	0.009	0.016	20	0.039	0.014	30	0.048	0.016	93	0.027	0.014	19	0.035	0.019	74	5	-
HIP77052	G Dwarf (V)	HD140538_NAR_1	HIP77052_NARVAL_1	HD140538	-	NARVAL	584	42000	68000	5667	91	4.47	0.04	1.05	0.02	3.75	1.6	0.0	0.075	0.021	-0.0	0.03	0.054	0.013	0.046	0.015	0.022	0.013	0.016	0.018	0.0	0.013	0.009	0.016	0.039	0.014	0.044	0.015	0.035	0.019	0.075	0.021	82	-0.0	0.03	45	0.054	0.013	62	0.046	0.015	485	0.042	0.015	49	0.022	0.013	5	0.016	0.018	25	0.0	0.013	90	0.009	0.016	20	0.039	0.014	30	0.048	0.016	93	0.027	0.014	19	0.035	0.019	74	5	-
HIP78072	F Dwarf (V)	HD142860_HAR_1	HIP78072_HARPS_1	HD142860	-	HARPS	1018	42000	115000	6296	16	4.16	0.01	1.65	0.03	7.54	1.6	0.0	-0.15	0.024	-0.222	0.032	-0.233	0.036	-0.182	0.024	-0.143	0.016	-0.249	0.027	-0.211	0.021	-0.185	0.021	-0.167	0.053	-0.17	0.021	-0.185	0.036	-0.15	0.024	67	-0.222	0.032	23	-0.233	0.036	36	-0.185	0.025	333	-0.15	0.023	35	-0.143	0.016	4	-0.249	0.027	12	-0.211	0.021	64	-0.185	0.021	12	-0.167	0.053	22	-0.176	0.024	62	-0.135	0.005	11	-0.185	0.036	40	4	-
HIP78072	F Dwarf (V)	HD142860_NAR_1	HIP78072_NARVAL_1	HD142860	-	NARVAL	1602	42000	68000	6296	16	4.16	0.01	1.65	0.03	7.54	1.6	0.0	-0.15	0.024	-0.222	0.032	-0.233	0.036	-0.182	0.024	-0.143	0.016	-0.249	0.027	-0.211	0.021	-0.185	0.021	-0.167	0.053	-0.17	0.021	-0.185	0.036	-0.15	0.024	67	-0.222	0.032	23	-0.233	0.036	36	-0.185	0.025	333	-0.15	0.023	35	-0.143	0.016	4	-0.249	0.027	12	-0.211	0.021	64	-0.185	0.021	12	-0.167	0.053	22	-0.176	0.024	62	-0.135	0.005	11	-0.185	0.036	40	4	-
HIP78072	F Dwarf (V)	HD142860_UVE_1	HIP78072_UVES_1	HD142860	-	UVES	248	42000	45254	6296	16	4.16	0.01	1.65	0.03	7.54	1.6	0.0	-0.15	0.024	-0.222	0.032	-0.233	0.036	-0.182	0.024	-0.143	0.016	-0.249	0.027	-0.211	0.021	-0.185	0.021	-0.167	0.053	-0.17	0.021	-0.185	0.036	-0.15	0.024	67	-0.222	0.032	23	-0.233	0.036	36	-0.185	0.025	333	-0.15	0.023	35	-0.143	0.016	4	-0.249	0.027	12	-0.211	0.021	64	-0.185	0.021	12	-0.167	0.053	22	-0.176	0.024	62	-0.135	0.005	11	-0.185	0.036	40	4	-
HIP79672	G Dwarf (V)	HD146233_ESP_1	HIP79672_ESPADONS_1	HD146233	18Sco	ESPADONS	909	42000	68000	5824	30	4.42	0.01	1.14	0.02	4.35	1.6	0.0	0.074	0.019	0.042	0.028	0.067	0.013	0.057	0.014	0.058	0.012	0.056	0.013	0.039	0.012	0.019	0.013	0.043	0.012	0.056	0.015	0.055	0.015	0.074	0.019	104	0.042	0.028	54	0.067	0.013	75	0.059	0.013	572	0.038	0.016	59	0.058	0.012	6	0.056	0.013	30	0.039	0.012	107	0.019	0.013	24	0.043	0.012	34	0.061	0.016	108	0.029	0.01	23	0.055	0.015	85	6	-
HIP79672	G Dwarf (V)	HD146233_FER_1	HIP79672_FEROS_1	HD146233	18Sco	FEROS	276	42000	48000	5824	30	4.42	0.01	1.14	0.02	4.35	1.6	0.0	0.074	0.019	0.042	0.028	0.067	0.013	0.057	0.014	0.058	0.012	0.056	0.013	0.039	0.012	0.019	0.013	0.043	0.012	0.056	0.015	0.055	0.015	0.074	0.019	104	0.042	0.028	54	0.067	0.013	75	0.059	0.013	572	0.038	0.016	59	0.058	0.012	6	0.056	0.013	30	0.039	0.012	107	0.019	0.013	24	0.043	0.012	34	0.061	0.016	108	0.029	0.01	23	0.055	0.015	85	6	-
HIP79672	G Dwarf (V)	HD146233_HAR_1	HIP79672_HARPS_1	HD146233	18Sco	HARPS	1040	42000	115000	5824	30	4.42	0.01	1.14	0.02	4.35	1.6	0.0	0.074	0.019	0.042	0.028	0.067	0.013	0.057	0.014	0.058	0.012	0.056	0.013	0.039	0.012	0.019	0.013	0.043	0.012	0.056	0.015	0.055	0.015	0.074	0.019	104	0.042	0.028	54	0.067	0.013	75	0.059	0.013	572	0.038	0.016	59	0.058	0.012	6	0.056	0.013	30	0.039	0.012	107	0.019	0.013	24	0.043	0.012	34	0.061	0.016	108	0.029	0.01	23	0.055	0.015	85	6	-
HIP79672	G Dwarf (V)	HD146233_NAR_1	HIP79672_NARVAL_1	HD146233	18Sco	NARVAL	1593	42000	68000	5824	30	4.42	0.01	1.14	0.02	4.35	1.6	0.0	0.074	0.019	0.042	0.028	0.067	0.013	0.057	0.014	0.058	0.012	0.056	0.013	0.039	0.012	0.019	0.013	0.043	0.012	0.056	0.015	0.055	0.015	0.074	0.019	104	0.042	0.028	54	0.067	0.013	75	0.059	0.013	572	0.038	0.016	59	0.058	0.012	6	0.056	0.013	30	0.039	0.012	107	0.019	0.013	24	0.043	0.012	34	0.061	0.016	108	0.029	0.01	23	0.055	0.015	85	6	-
HIP79672	G Dwarf (V)	HD146233_UVE_1	HIP79672_UVES_1	HD146233	18Sco	UVES	884	42000	107200	5824	30	4.42	0.01	1.14	0.02	4.35	1.6	0.0	0.074	0.019	0.042	0.028	0.067	0.013	0.057	0.014	0.058	0.012	0.056	0.013	0.039	0.012	0.019	0.013	0.043	0.012	0.056	0.015	0.055	0.015	0.074	0.019	104	0.042	0.028	54	0.067	0.013	75	0.059	0.013	572	0.038	0.016	59	0.058	0.012	6	0.056	0.013	30	0.039	0.012	107	0.019	0.013	24	0.043	0.012	34	0.061	0.016	108	0.029	0.01	23	0.055	0.015	85	6	-
HIP7981	K Dwarf (V)	HD10476_ESP_1	HIP7981_ESPADONS_1	HD10476	-	ESPADONS	571	42000	68000	5129	71	4.52	0.01	0.76	0.03	3.15	1.6	0.0	-0.073	0.026	-0.067	0.034	-0.082	0.02	-0.077	0.028	-0.087	0.017	-0.088	0.024	-0.083	0.028	-0.057	0.035	-0.001	0.024	-0.067	0.04	-0.051	0.035	-0.073	0.026	51	-0.067	0.034	36	-0.082	0.02	52	-0.084	0.025	353	-0.01	0.062	38	-0.087	0.017	4	-0.088	0.024	19	-0.083	0.028	68	-0.057	0.035	16	-0.001	0.024	24	-0.069	0.042	72	-0.059	0.034	16	-0.051	0.035	61	4	-
HIP7981	K Dwarf (V)	HD10476_FER_1	HIP7981_FEROS_1	HD10476	-	FEROS	170	42000	48000	5129	71	4.52	0.01	0.76	0.03	3.15	1.6	0.0	-0.073	0.026	-0.067	0.034	-0.082	0.02	-0.077	0.028	-0.087	0.017	-0.088	0.024	-0.083	0.028	-0.057	0.035	-0.001	0.024	-0.067	0.04	-0.051	0.035	-0.073	0.026	51	-0.067	0.034	36	-0.082	0.02	52	-0.084	0.025	353	-0.01	0.062	38	-0.087	0.017	4	-0.088	0.024	19	-0.083	0.028	68	-0.057	0.035	16	-0.001	0.024	24	-0.069	0.042	72	-0.059	0.034	16	-0.051	0.035	61	4	-
HIP7981	K Dwarf (V)	HD10476_NAR_1	HIP7981_NARVAL_1	HD10476	-	NARVAL	1211	42000	68000	5129	71	4.52	0.01	0.76	0.03	3.15	1.6	0.0	-0.073	0.026	-0.067	0.034	-0.082	0.02	-0.077	0.028	-0.087	0.017	-0.088	0.024	-0.083	0.028	-0.057	0.035	-0.001	0.024	-0.067	0.04	-0.051	0.035	-0.073	0.026	51	-0.067	0.034	36	-0.082	0.02	52	-0.084	0.025	353	-0.01	0.062	38	-0.087	0.017	4	-0.088	0.024	19	-0.083	0.028	68	-0.057	0.035	16	-0.001	0.024	24	-0.069	0.042	72	-0.059	0.034	16	-0.051	0.035	61	4	-
HIP80843	K Bright Giant (II)	HD148897_NAR_1	HIP80843_NARVAL_1	HD148897	-	NARVAL	585	42000	68000	4227	51	1.11	0.07	1.66	0.03	5.97	1.6	0.0	-0.994	0.038	-1.073	0.057	-1.317	0.032	-1.118	0.043	-0.678	0.029	-1.579	0.06	-1.187	0.066	-0.919	0.029	-0.832	0.027	-0.968	0.047	-1.274	0.059	-0.994	0.038	45	-1.073	0.057	26	-1.317	0.032	35	-1.133	0.042	271	-0.962	0.057	27	-0.678	0.029	3	-1.579	0.06	11	-1.187	0.066	46	-0.919	0.029	12	-0.832	0.027	14	-1.023	0.056	41	-0.781	0.019	12	-1.274	0.059	42	3	-
HIP80843	K Bright Giant (II)	HD148897_UVE_1	HIP80843_UVES_1	HD148897	-	UVES	124	42000	52203	4227	51	1.11	0.07	1.66	0.03	5.97	1.6	0.0	-0.994	0.038	-1.073	0.057	-1.317	0.032	-1.118	0.043	-0.678	0.029	-1.579	0.06	-1.187	0.066	-0.919	0.029	-0.832	0.027	-0.968	0.047	-1.274	0.059	-0.994	0.038	45	-1.073	0.057	26	-1.317	0.032	35	-1.133	0.042	271	-0.962	0.057	27	-0.678	0.029	3	-1.579	0.06	11	-1.187	0.066	46	-0.919	0.029	12	-0.832	0.027	14	-1.023	0.056	41	-0.781	0.019	12	-1.274	0.059	42	3	-
HIP8102	G Dwarf (V)	HD10700_ESP_1	HIP8102_ESPADONS_1	HD10700	tauCet	ESPADONS	1234	42000	68000	5397	15	4.5	0.01	0.72	0.03	3.65	1.6	0.0	-0.307	0.03	-0.347	0.035	-0.406	0.024	-0.466	0.025	-0.172	0.015	-0.555	0.013	-0.471	0.031	-0.316	0.021	-0.346	0.017	-0.202	0.03	-0.262	0.022	-0.307	0.03	68	-0.347	0.035	37	-0.406	0.024	51	-0.464	0.022	374	-0.48	0.051	40	-0.172	0.015	4	-0.555	0.013	19	-0.471	0.031	67	-0.316	0.021	16	-0.346	0.017	22	-0.181	0.03	73	-0.298	0.029	16	-0.262	0.022	59	4	-
HIP8102	G Dwarf (V)	HD10700_FER_1	HIP8102_FEROS_1	HD10700	tauCet	FEROS	939	42000	48000	5397	15	4.5	0.01	0.72	0.03	3.65	1.6	0.0	-0.307	0.03	-0.347	0.035	-0.406	0.024	-0.466	0.025	-0.172	0.015	-0.555	0.013	-0.471	0.031	-0.316	0.021	-0.346	0.017	-0.202	0.03	-0.262	0.022	-0.307	0.03	68	-0.347	0.035	37	-0.406	0.024	51	-0.464	0.022	374	-0.48	0.051	40	-0.172	0.015	4	-0.555	0.013	19	-0.471	0.031	67	-0.316	0.021	16	-0.346	0.017	22	-0.181	0.03	73	-0.298	0.029	16	-0.262	0.022	59	4	-
HIP8102	G Dwarf (V)	HD10700_NAR_1	HIP8102_NARVAL_1	HD10700	tauCet	NARVAL	735	42000	68000	5397	15	4.5	0.01	0.72	0.03	3.65	1.6	0.0	-0.307	0.03	-0.347	0.035	-0.406	0.024	-0.466	0.025	-0.172	0.015	-0.555	0.013	-0.471	0.031	-0.316	0.021	-0.346	0.017	-0.202	0.03	-0.262	0.022	-0.307	0.03	68	-0.347	0.035	37	-0.406	0.024	51	-0.464	0.022	374	-0.48	0.051	40	-0.172	0.015	4	-0.555	0.013	19	-0.471	0.031	67	-0.316	0.021	16	-0.346	0.017	22	-0.181	0.03	73	-0.298	0.029	16	-0.262	0.022	59	4	-
HIP8102	G Dwarf (V)	HD10700_UVE_1	HIP8102_UVES_1	HD10700	tauCet	UVES	281	42000	47554	5397	15	4.5	0.01	0.72	0.03	3.65	1.6	0.0	-0.307	0.03	-0.347	0.035	-0.406	0.024	-0.466	0.025	-0.172	0.015	-0.555	0.013	-0.471	0.031	-0.316	0.021	-0.346	0.017	-0.202	0.03	-0.262	0.022	-0.307	0.03	68	-0.347	0.035	37	-0.406	0.024	51	-0.464	0.022	374	-0.48	0.051	40	-0.172	0.015	4	-0.555	0.013	19	-0.471	0.031	67	-0.316	0.021	16	-0.346	0.017	22	-0.181	0.03	73	-0.298	0.029	16	-0.262	0.022	59	4	-
HIP81300	G Dwarf (V)	HD149661_FER_1	HIP81300_FEROS_1	HD149661	-	FEROS	198	42000	48000	5408	47	4.62	0.02	1.08	0.03	3.1	1.6	0.0	0.178	0.024	0.101	0.041	0.192	0.027	0.082	0.026	0.097	0.016	0.164	0.018	0.04	0.024	-0.008	0.034	0.019	0.023	0.176	0.022	0.258	0.034	0.178	0.024	64	0.101	0.041	45	0.192	0.027	62	0.095	0.024	439	-0.03	0.045	49	0.097	0.016	5	0.164	0.018	25	0.04	0.024	84	-0.008	0.034	20	0.019	0.023	28	0.213	0.023	88	0.004	0.018	19	0.258	0.034	76	5	-
HIP81300	G Dwarf (V)	HD149661_HAR_1	HIP81300_HARPS_1	HD149661	-	HARPS	823	42000	115000	5408	47	4.62	0.02	1.08	0.03	3.1	1.6	0.0	0.178	0.024	0.101	0.041	0.192	0.027	0.082	0.026	0.097	0.016	0.164	0.018	0.04	0.024	-0.008	0.034	0.019	0.023	0.176	0.022	0.258	0.034	0.178	0.024	64	0.101	0.041	45	0.192	0.027	62	0.095	0.024	439	-0.03	0.045	49	0.097	0.016	5	0.164	0.018	25	0.04	0.024	84	-0.008	0.034	20	0.019	0.023	28	0.213	0.023	88	0.004	0.018	19	0.258	0.034	76	5	-
HIP81300	G Dwarf (V)	HD149661_NAR_1	HIP81300_NARVAL_1	HD149661	-	NARVAL	826	42000	68000	5408	47	4.62	0.02	1.08	0.03	3.1	1.6	0.0	0.178	0.024	0.101	0.041	0.192	0.027	0.082	0.026	0.097	0.016	0.164	0.018	0.04	0.024	-0.008	0.034	0.019	0.023	0.176	0.022	0.258	0.034	0.178	0.024	64	0.101	0.041	45	0.192	0.027	62	0.095	0.024	439	-0.03	0.045	49	0.097	0.016	5	0.164	0.018	25	0.04	0.024	84	-0.008	0.034	20	0.019	0.023	28	0.213	0.023	88	0.004	0.018	19	0.258	0.034	76	5	-
HIP81300	G Dwarf (V)	HD149661_UVE_1	HIP81300_UVES_1	HD149661	-	UVES	400	42000	74450	5408	47	4.62	0.02	1.08	0.03	3.1	1.6	0.0	0.178	0.024	0.101	0.041	0.192	0.027	0.082	0.026	0.097	0.016	0.164	0.018	0.04	0.024	-0.008	0.034	0.019	0.023	0.176	0.022	0.258	0.034	0.178	0.024	64	0.101	0.041	45	0.192	0.027	62	0.095	0.024	439	-0.03	0.045	49	0.097	0.016	5	0.164	0.018	25	0.04	0.024	84	-0.008	0.034	20	0.019	0.023	28	0.213	0.023	88	0.004	0.018	19	0.258	0.034	76	5	-
HIP8159	G Subgiant (IV)	HD10697_HER_1	HIP8159_HERMES_1	HD10697	-	HERMES	190	42000	75000	5438	61	3.94	0.08	1.17	0.02	3.36	1.6	0.0	-0.005	0.037	-0.033	0.043	-0.041	0.027	-0.001	0.034	0.011	0.026	-0.055	0.064	0.002	0.02	0.115	0.021	0.106	0.034	-0.041	0.03	-0.103	0.029	-0.005	0.037	36	-0.033	0.043	19	-0.041	0.027	26	-0.016	0.035	194	0.135	0.029	20	0.011	0.026	2	-0.055	0.064	10	0.002	0.02	34	0.115	0.021	8	0.106	0.034	12	-0.069	0.029	38	0.096	0.035	8	-0.103	0.029	30	2	-
HIP8159	G Subgiant (IV)	HD10697_NAR_1	HIP8159_NARVAL_1	HD10697	-	NARVAL	892	42000	68000	5438	61	3.94	0.08	1.17	0.02	3.36	1.6	0.0	-0.005	0.037	-0.033	0.043	-0.041	0.027	-0.001	0.034	0.011	0.026	-0.055	0.064	0.002	0.02	0.115	0.021	0.106	0.034	-0.041	0.03	-0.103	0.029	-0.005	0.037	36	-0.033	0.043	19	-0.041	0.027	26	-0.016	0.035	194	0.135	0.029	20	0.011	0.026	2	-0.055	0.064	10	0.002	0.02	34	0.115	0.021	8	0.106	0.034	12	-0.069	0.029	38	0.096	0.035	8	-0.103	0.029	30	2	-
HIP81693	G Subgiant (IV)	HD150680_NAR_1	HIP81693_NARVAL_1	HD150680	-	NARVAL	188	42000	68000	5760	96	3.72	0.03	1.36	0.03	4.33	1.6	0.0	0.07	0.042	0.037	0.051	0.023	0.028	0.04	0.031	0.027	0.04	0.016	0.044	0.034	0.018	0.054	0.011	0.07	0.018	0.012	0.029	-0.002	0.028	0.07	0.042	32	0.037	0.051	18	0.023	0.028	22	0.038	0.032	188	0.055	0.026	20	0.027	0.04	2	0.016	0.044	7	0.034	0.018	35	0.054	0.011	8	0.07	0.018	11	0.008	0.03	34	0.03	0.026	8	-0.002	0.028	28	2	-
HIP83000	K Giant (III)	HD153210_NAR_1	HIP83000_NARVAL_1	HD153210	-	NARVAL	1847	42000	68000	4499	68	2.49	0.07	1.31	0.03	3.91	1.6	0.0	-0.044	0.064	0.078	0.082	-0.006	0.053	0.043	0.071	0.157	0.021	0.022	0.014	0.073	0.054	0.018	0.118	0.228	0.089	0.015	0.068	-0.04	0.124	-0.044	0.064	22	0.078	0.082	18	-0.006	0.053	20	0.033	0.074	154	0.149	0.035	16	0.157	0.021	2	0.022	0.014	4	0.073	0.054	31	0.018	0.118	8	0.228	0.089	11	-0.009	0.065	24	0.085	0.074	8	-0.04	0.124	27	2	-
HIP8362	G Dwarf (V)	HD10780_NAR_1	HIP8362_NARVAL_1	HD10780	-	NARVAL	1316	42000	68000	5293	77	4.55	0.03	0.88	0.02	3.09	1.6	0.0	0.012	0.034	-0.048	0.049	-0.007	0.021	-0.015	0.032	-0.067	0.018	-0.05	0.046	-0.05	0.033	-0.029	0.052	0.029	0.033	-0.02	0.045	-0.016	0.038	0.012	0.034	29	-0.048	0.049	18	-0.007	0.021	26	-0.021	0.03	179	0.032	0.046	20	-0.067	0.018	2	-0.05	0.046	9	-0.05	0.033	34	-0.029	0.052	8	0.029	0.033	12	-0.023	0.045	35	-0.008	0.045	8	-0.016	0.038	30	2	-
HIP8404	K Giant (III)	HD11037_FIE_1	HIP8404_FIES_1	HD11037	-	FIES	500	42000	65000	4834	59	2.33	0.21	1.46	0.02	4.44	1.6	0.0	-0.206	0.041	-0.25	0.065	-0.238	0.047	-0.254	0.048	-0.126	0.031	-0.293	0.018	-0.31	0.041	-0.294	0.056	-0.156	0.038	-0.247	0.056	-0.277	0.069	-0.206	0.041	31	-0.25	0.065	18	-0.238	0.047	26	-0.249	0.048	183	-0.302	0.048	20	-0.126	0.031	2	-0.293	0.018	7	-0.31	0.041	35	-0.294	0.056	8	-0.156	0.038	11	-0.245	0.053	34	-0.256	0.065	8	-0.277	0.069	29	2	-
